index,App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,AssertionRoulette,ConditionalTestLogic,ConstructorInitialization,DefaultTest,EmptyTest,ExceptionCatchingThrowing,GeneralFixture,MysteryGuest,PrintStatement,RedundantAssertion,SensitiveEquality,VerboseTest,SleepyTest,DuplicateAssert,UnknownTest,IgnoredTest,ResourceOptimism,MagicNumberTest,DependentTest,ReplaceTryCatchWithAssertThrows,isReplaceTryCatchWithAssertThrows
2155,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestPcLocal.java,118,9,12,37,0.03,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,False
2156,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestPcMax.java,116,8,11,37,0.03,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,False
2157,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestPurify.java,207,3,7,42,0.03,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,False
2158,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestKernelGaussian.java,20,1,1,4,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2159,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestDagScorer.java,33,1,2,14,0.15,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2160,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestRicf.java,203,9,18,39,0.01,2,9,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,6,0,0,False
2161,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSemEstimator.java,116,10,16,29,0.0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,False
2162,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSemEvidence.java,34,2,3,6,0.03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2163,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSemIm.java,276,12,23,92,0.03,8,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,False
2164,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSemProposition.java,41,2,4,12,0.07,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2165,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSemUpdater.java,38,2,3,11,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
2166,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSession.java,182,16,25,40,0.07,13,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
2167,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSessionEvent.java,79,7,7,30,0.2,16,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
2168,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSessionNode.java,431,27,51,94,0.15,63,17,12,1,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,14,0,0,False
2169,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestSessionSupport.java,236,21,28,94,0.28,65,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,False
2170,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestCovarianceMatrix.java,38,1,2,7,0.18,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
2171,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestChoiceGenerator.java,63,5,11,10,0.06,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
2172,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestCombinationGenerator.java,26,3,6,6,0.12,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
2173,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestCombinationIterator.java,23,1,3,5,0.13,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2174,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestIntegrator.java,18,4,7,3,0.06,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2175,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestMathUtils.java,16,2,2,4,0.31,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
2176,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestMatrixUtils.java,79,9,10,31,0.2,16,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False
2177,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestMultiDimIntTable.java,38,7,7,20,0.16,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
2178,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestPartialCorrelationPdf.java,13,2,2,3,0.08,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2179,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestPoint.java,15,1,1,3,0.2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2180,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestStatUtils.java,496,15,49,108,0.05,23,15,0,11,0,0,0,4,0,0,3,1,0,0,0,1,2,0,0,14,0,0,False
2181,cmu-phil/tetrad,7dafde8dd7cec67c0c86d294ecda04423a74c98d,edu/cmu/tetrad/test/TestTetradMatrix.java,14,1,1,5,0.14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
2182,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetradapp/test/TestDataWrapper.java,38,2,4,11,0.11,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
2183,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetradapp/test/TestDisplayNode.java,6,1,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
2184,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetradapp/test/TestGraphWorkbench.java,14,2,2,4,0.07,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2185,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFang.java,841,22,78,125,0.0,0,22,0,3,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,6,0,0,False
2186,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFci.java,295,20,46,71,0.01,2,20,0,3,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,15,0,0,False
2187,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCpc.java,72,6,10,19,0.01,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,False
2188,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFges.java,930,37,97,261,0.01,13,36,0,9,0,0,0,2,0,1,3,0,0,0,0,0,10,0,1,20,0,0,False
2189,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPc.java,571,17,54,117,0.01,4,16,0,3,0,0,0,2,0,0,3,0,0,0,0,0,6,0,0,8,0,0,False
2190,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPcd.java,55,5,7,17,0.04,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,False
2191,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPcMax.java,116,8,11,37,0.03,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,False
2192,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestConditionalGaussianSimulation.java,46,2,3,10,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
2193,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/LoadContinuousDataAndSingleGraph.java,87,9,23,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2194,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/LoadContinuousDataSmithSim.java,113,10,29,34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2195,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestBayesIm.java,132,6,18,32,0.06,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
2196,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestBayesPm.java,55,5,8,18,0.09,5,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,False
2197,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCptInvariantUpdater.java,212,7,9,57,0.23,48,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,False
2198,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDiscreteProbs.java,44,4,7,8,0.09,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
2199,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestEvidence.java,59,2,3,13,0.05,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2200,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestModelGenerator.java,24,1,1,6,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2201,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestProposition.java,56,2,3,11,0.04,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2202,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestUpdatedBayesIm.java,47,1,2,8,0.04,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2203,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestExpressionParser.java,262,8,24,35,0.05,13,5,2,4,0,0,0,4,0,3,0,0,0,0,0,1,1,0,0,5,0,0,False
2204,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestTetradCmd.java,23,7,12,0,0.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,False
2205,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestBoxDataSet.java,153,7,14,63,0.08,12,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
2206,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCellTable.java,85,4,12,16,0.04,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
2207,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestColtDataSet.java,169,8,15,60,0.08,14,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False
2208,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCovarianceMatrix.java,38,1,2,7,0.18,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
2209,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDataReader.java,50,4,8,31,0.06,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,False
2210,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDelimiterType.java,12,1,1,3,0.33,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
2211,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDiscretizer.java,112,6,12,41,0.29,32,6,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,False
2212,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestHistogram.java,45,1,2,17,0.13,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
2213,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestKnowledge.java,85,3,8,35,0.2,17,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,False
2214,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDag.java,46,4,4,14,0.24,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
2215,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestEdgeListGraph.java,89,5,6,36,0.12,11,5,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,False
2216,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestEdgeListGraphSingleConnections.java,148,7,14,58,0.07,11,7,3,3,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,6,0,0,False
2217,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestEndpointMatrixGraph.java,89,5,6,36,0.12,11,5,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,False
2218,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFruchtermanReingoldLayout.java,46,2,2,10,0.04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
2219,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestGraph.java,168,8,14,62,0.12,20,8,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,False
2220,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestGraphConverter.java,32,1,1,11,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2221,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestGraphUtils.java,224,12,31,72,0.15,34,12,4,6,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,9,0,0,False
2222,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestIndependenceFact.java,19,1,1,5,0.16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2223,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSemGraph.java,40,3,6,5,0.03,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2224,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestTimeLagGraph.java,25,1,1,8,0.52,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2225,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestUniformGraphGenerator.java,90,9,27,78,0.1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False
2226,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDataReader.java,50,4,8,31,0.06,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,False
2227,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestRegression.java,64,3,7,25,0.16,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
2228,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCpc.java,72,6,10,19,0.01,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,False
2229,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDagInPatternIterator.java,141,5,14,40,0.04,5,5,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,False
2230,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFang.java,841,22,78,125,0.0,0,22,0,3,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,6,0,0,False
2231,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFas.java,18,1,2,5,0.06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2232,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFci.java,295,20,46,71,0.01,2,20,0,3,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,15,0,0,False
2233,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestFges.java,930,37,97,261,0.01,13,36,0,9,0,0,0,2,0,1,3,0,0,0,0,0,10,0,1,20,0,0,False
2234,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestGFci.java,161,6,12,68,0.02,3,6,0,3,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,6,0,0,False
2235,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestLingamPattern.java,84,2,7,28,0.01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2236,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestMbfs.java,73,2,7,30,0.07,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
2237,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestMimbuild2.java,116,5,22,37,0.02,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
2238,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPc.java,571,17,54,117,0.01,4,16,0,3,0,0,0,2,0,0,3,0,0,0,0,0,6,0,0,8,0,0,False
2239,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPcd.java,55,5,7,17,0.04,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,False
2240,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPcLocal.java,118,9,12,37,0.03,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,False
2241,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPcMax.java,116,8,11,37,0.03,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,False
2242,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestPurify.java,207,3,7,42,0.03,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,False
2243,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestKernelGaussian.java,20,1,1,4,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2244,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestDagScorer.java,33,1,2,14,0.15,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2245,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestRicf.java,203,9,18,39,0.01,2,9,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,6,0,0,False
2246,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSemEstimator.java,116,10,16,29,0.0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,False
2247,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSemEvidence.java,34,2,3,6,0.03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2248,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSemIm.java,276,12,23,92,0.03,8,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,False
2249,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSemProposition.java,41,2,4,12,0.07,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2250,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSemUpdater.java,38,2,3,11,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
2251,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSession.java,182,16,25,40,0.07,13,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
2252,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSessionEvent.java,79,7,7,30,0.2,16,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
2253,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSessionNode.java,431,27,51,94,0.15,63,17,12,1,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,14,0,0,False
2254,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestSessionSupport.java,236,21,28,94,0.28,65,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,False
2255,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCovarianceMatrix.java,38,1,2,7,0.18,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
2256,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestChoiceGenerator.java,63,5,11,10,0.06,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
2257,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCombinationGenerator.java,26,3,6,6,0.12,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
2258,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestCombinationIterator.java,23,1,3,5,0.13,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2259,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestIntegrator.java,18,4,7,3,0.06,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2260,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestMathUtils.java,16,2,2,4,0.31,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
2261,cmu-phil/tetrad,23d7c3dbe1ae5f4c7595d9619b085c045f78e4e1,edu/cmu/tetrad/test/TestMatrixUtils.java,79,9,10,31,0.2,16,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False
