,App,SHA,TestFilePath,PullUpMethod,isPullUpMethod,prediction
26404,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,storage/core/variant/adaptors/VariantDBAdaptorLargeTest.java,0.0,False,True
26426,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,core/common/IOUtilsTest.java,0.0,False,True
26441,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,catalog/db/mongodb/StudyMongoDBAdaptorTest.java,0.0,False,True
26443,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,catalog/db/mongodb/ProjectMongoDBAdaptorTest.java,0.0,False,False
26448,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,catalog/db/mongodb/converters/CatalogFamilyToSolrFamilyConverterTest.java,0.0,False,False
26463,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,catalog/managers/PanelManagerTest.java,0.0,False,True
26467,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,catalog/managers/AbstractClinicalManagerTest.java,0.0,False,False
26472,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,master/monitor/executors/LocalExecutorTest.java,0.0,False,True
26478,opencb/opencga,caf04bfe9dccb1f81a4625886e18abc3887045cc,client/rest/OpenCGAClientTest.java,0.0,False,False
26491,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,analysis/variant/manager/operations/VariantFileIndexerOperationManagerTest.java,0.0,False,True
26496,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,analysis/variant/manager/operations/AnalysisFileIndexerAggregatedTest.java,0.0,False,False
26521,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,server/rest/TestWSServer.java,0.0,False,False
26522,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
26528,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/executors/SshMRExecutorTest.java,0.0,False,False
26543,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/index/family/MendelianErrorSampleIndexConverterTest.java,0.0,False,True
26550,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/VariantHadoopStoragePipelineNoArchiveTest.java,0.0,False,True
26555,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/VariantHadoopDBWriterTest.java,0.0,False,True
26561,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/converters/AbstractPhoenixConverterTest.java,0.0,False,False
26570,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/annotation/HadoopVariantAnnotationManagerTest.java,0.0,False,True
26571,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/adaptors/HadoopVariantDBAdaptorTest.java,0.0,False,True
26575,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/hadoop/variant/adaptors/phoenix/VariantPhoenixKeyFactoryTest.java,0.0,False,True
26601,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/mongodb/variant/converters/DocumentToVariantAnnotationConverterTest.java,0.0,False,False
26605,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/mongodb/variant/MongoVariantStorageSearchIntersectTest.java,0.0,False,False
26609,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/mongodb/variant/MongoVariantStorageEngineTest.java,0.0,False,True
26616,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/mongodb/variant/adaptors/VariantMongoDBAdaptorRemoveTest.java,0.0,False,True
26649,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/core/variant/query/executors/CompoundHeterozygousQueryExecutorTest.java,0.0,False,False
26652,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/core/variant/VariantStorageBaseTest.java,0.0,False,False
26657,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/core/variant/search/SearchIndexSamplesTest.java,0.0,False,True
26670,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/core/variant/adaptors/VariantQueryUsingSearchIndexTest.java,0.0,False,False
26676,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/core/variant/adaptors/VariantDBAdaptorLargeTest.java,0.0,False,True
26681,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,storage/core/variant/stats/VariantStatisticsManagerAggregatedTest.java,0.0,False,True
26700,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,catalog/io/PosixIOManagerTest.java,0.0,False,True
26701,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,catalog/utils/FileMetadataReaderTest.java,0.0,False,True
26724,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,True
26728,opencb/opencga,aef72b76b9fb13d25f21cc834fe2dfc979dd337e,catalog/db/mongodb/PanelMongoDBAdaptorTest.java,0.0,False,True
26759,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,analysis/variant/VariantCatalogQueryUtilsTest.java,0.0,False,True
26788,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,server/rest/FileWSServerTest.java,0.0,False,False
26790,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,server/rest/StudyWSServerTest.java,0.0,False,False
26797,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/hadoop/utils/PersistentResultScannerTest.java,0.0,False,True
26801,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/hadoop/variant/VariantHadoopMultiSampleTest.java,0.0,False,True
26819,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/hadoop/variant/HadoopVariantStorageEngineDuplicatedTest.java,0.0,False,True
26826,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/hadoop/variant/HadoopVariantStorageEngineSVTest.java,0.0,False,True
26858,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/hadoop/variant/transform/VariantToVcfSliceConverterTaskTest.java,0.0,False,False
26875,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/mongodb/variant/search/MongoDBVariantSearchIndexTest.java,0.0,False,False
26876,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/mongodb/variant/MongoDBVariantStorageTest.java,0.0,False,False
26884,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/mongodb/variant/adaptors/VariantMongoDBQueryParserTest.java,0.0,False,True
26890,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/mongodb/variant/adaptors/VariantMongoDBAdaptorMultiFileSpecificSamplesCollectionTest.java,0.0,False,False
26895,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/mongodb/variant/stats/MongoVariantStatisticsManagerAggregatedExacTest.java,0.0,False,False
26910,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/core/variant/VariantStorageSearchIntersectTest.java,0.0,False,True
26911,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/core/variant/VariantStorageEngineNumericSampleTest.java,0.0,False,True
26912,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/core/variant/io/VariantReaderUtilsTest.java,0.0,False,False
26938,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/core/variant/adaptors/VariantDBAdaptorPhasedTest.java,0.0,False,False
26947,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/core/variant/adaptors/VariantDBAdaptorLargeTest.java,0.0,False,True
26960,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,storage/core/alignment/local/LocalAlignmentStoragePipelineTest.java,0.0,False,True
27023,opencb/opencga,884109be4a1a176b7606dc2ffad2b546d96066b3,client/rest/UserClientTest.java,0.0,False,False
27029,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,analysis/variant/VariantCatalogQueryUtilsTest.java,0.0,False,True
27036,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,analysis/variant/manager/operations/VariantFileIndexSameNameTest.java,0.0,False,True
27064,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
27090,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/hadoop/variant/VariantHadoopNamespaceTest.java,0.0,False,True
27092,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/hadoop/variant/GenomeHelperTest.java,0.0,False,True
27105,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/hadoop/variant/analysis/gwas/FisherTestDriverTest.java,0.0,False,True
27107,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/hadoop/variant/search/HadoopVariantSearchIndexTest.java,0.0,False,False
27115,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/hadoop/variant/adaptors/phoenix/VariantPhoenixKeyFactoryTest.java,0.0,False,True
27134,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/mongodb/variant/MongoVariantStorageEngineSomaticTest.java,0.0,False,True
27161,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/mongodb/variant/stats/MongoVariantStatisticsManagerMultiFilesTest.java,0.0,False,False
27165,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/mongodb/variant/transform/MongoVariantStoragePipelineTransformTest.java,0.0,False,False
27176,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/core/io/bit/BitStreamTest.java,0.0,False,True
27202,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/core/variant/score/VariantScoreLoaderTest.java,0.0,False,True
27205,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/core/variant/annotation/VariantAnnotationManagerTest.java,0.0,False,True
27206,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/core/variant/adaptors/VariantDBAdaptorPhasedTest.java,0.0,False,False
27222,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,storage/core/config/StorageConfigurationTest.java,0.0,False,True
27267,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
27269,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,catalog/managers/ClinicalAnalysisManagerTest.java,0.0,False,True
27282,opencb/opencga,925f6b14c457e2728bd21e8ddc60d16378510fa3,master/monitor/executors/K8SExecutorTest.java,0.0,False,False
27300,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,analysis/variant/manager/operations/RemoveVariantsTest.java,0.0,False,True
27310,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,analysis/variant/samples/VariantQueryOptimizerTest.java,0.0,False,False
27314,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,analysis/wrappers/executors/SamtoolsWrapperAnalysisExecutorTest.java,0.0,False,True
27318,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,analysis/clinical/ClinicalAnalysisUtilsTest.java,0.0,False,False
27319,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,server/rest/SampleWSServerTest.java,0.0,False,False
27324,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,server/rest/FileWSServerTest.java,0.0,False,False
27345,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/hadoop/variant/index/sample/SampleIndexEntryFilterTest.java,0.0,False,False
27349,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/hadoop/variant/index/family/FamilyIndexTest.java,0.0,False,True
27352,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/hadoop/variant/index/annotation/AnnotationIndexConverterTest.java,0.0,False,False
27376,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/hadoop/variant/annotation/HadoopVariantAnnotationManagerTest.java,0.0,False,True
27377,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/hadoop/variant/adaptors/HadoopVariantDBAdaptorTest.java,0.0,False,True
27382,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/hadoop/variant/adaptors/HadoopVariantDBAdaptorNativeTest.java,0.0,False,False
27403,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/mongodb/variant/converters/DocumentToStudyVariantEntryConverterTest.java,0.0,False,False
27420,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/mongodb/variant/adaptors/VariantMongoDBAdaptorPhasedTest.java,0.0,False,False
27435,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/benchmark/queryGenerator/RandomQueryTest.java,0.0,False,False
27442,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/core/io/bit/BitStreamTest.java,0.0,False,True
27454,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/core/variant/query/executors/CompoundHeterozygousQueryExecutorTest.java,0.0,False,False
27459,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/core/variant/analysis/VariantSampleFilterTest.java,0.0,False,False
27467,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/core/variant/score/VariantScoreTest.java,0.0,False,True
27489,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/core/metadata/VariantStorageMetadataManagerTest.java,0.0,False,False
27494,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,storage/server/rest/TestRestWebService.java,0.0,False,False
27500,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,core/common/IOUtilsTest.java,0.0,False,True
27502,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,catalog/io/PosixIOManagerTest.java,0.0,False,True
27503,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,catalog/utils/FileMetadataReaderTest.java,0.0,False,True
27506,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,catalog/utils/UuidUtilsTest.java,0.0,False,False
27510,opencb/opencga,b488c51342430c88d58790f347269e61851ee64f,catalog/utils/ParamUtilsTest.java,0.0,False,False
27564,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,analysis/variant/manager/operations/VariantFileIndexerOperationManagerTest.java,0.0,False,True
27584,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,server/rest/SampleWSServerTest.java,0.0,False,False
27588,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,server/rest/OpenCGAWSServerTest.java,0.0,False,True
27593,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,server/rest/UserWSServerTest.java,0.0,False,False
27595,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
27598,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/utils/PersistentResultScannerTest.java,0.0,False,True
27601,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/VariantHadoopMultiSampleTest.java,0.0,False,True
27604,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/index/sample/AlleleCodecTest.java,0.0,False,False
27613,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/index/sample/SampleIndexQueryParserTest.java,0.0,False,True
27614,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/index/family/FamilyIndexTest.java,0.0,False,True
27619,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/HadoopVariantStorageEngineDuplicatedTest.java,0.0,False,True
27643,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/adaptors/HadoopVariantDBAdaptorMultiFileTest.java,0.0,False,True
27647,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/adaptors/HadoopVariantDBAdaptorNativeTest.java,0.0,False,False
27651,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/stats/HadoopVariantStatisticsManagerMultiFilesTest.java,0.0,False,True
27654,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/hadoop/variant/archive/VcfRecordComparatorTest.java,0.0,False,False
27662,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/mongodb/utils/MongoLockManagerTest.java,0.0,False,True
27669,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/mongodb/variant/converters/DocumentToVariantStatsConverterTest.java,0.0,False,False
27683,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/mongodb/variant/adaptors/VariantMongoDBQueryParserTest.java,0.0,False,True
27687,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/mongodb/variant/adaptors/VariantMongoDBAdaptorRemoveTest.java,0.0,False,True
27691,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/mongodb/variant/load/MongoVariantImporterTest.java,0.0,False,True
27705,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/io/TestIOConnector.java,0.0,False,False
27714,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/variant/io/VariantVcfExporterTest.java,0.0,False,True
27716,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/variant/VariantStorageEngineTest.java,0.0,False,True
27717,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/variant/VariantStorageEngineSomaticTest.java,0.0,False,True
27730,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/variant/search/VariantSearchToVariantConverterTest.java,0.0,False,False
27738,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/variant/adaptors/VariantFieldTest.java,0.0,False,False
27744,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/variant/adaptors/VariantQueryUtilsTest.java,0.0,False,True
27752,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/variant/transform/VariantStoragePipelineTransformTest.java,0.0,False,False
27756,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,storage/core/metadata/VariantSourceToVariantFileMetadataConverterTest.java,0.0,False,False
27761,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,core/tools/result/ExecutionManagerTest.java,0.0,False,False
27773,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,catalog/utils/FileScannerTest.java,0.0,False,True
27782,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,catalog/db/mongodb/ProjectMongoDBAdaptorTest.java,0.0,False,False
27794,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,catalog/db/mongodb/MetaMongoDBAdaptorTest.java,0.0,False,True
27801,opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,catalog/managers/PanelManagerTest.java,0.0,False,True
27822,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,analysis/variant/CatalogUtilsTest.java,0.0,False,False
27826,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,analysis/variant/manager/operations/AnnotationVariantStorageTest.java,0.0,False,True
27833,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,analysis/variant/manager/operations/PlatinumFileIndexerTest.java,0.0,False,True
27847,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,server/rest/SampleWSServerTest.java,0.0,False,False
27852,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,server/rest/FileWSServerTest.java,0.0,False,False
27863,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/hadoop/variant/VariantHadoopMultiSampleTest.java,0.0,False,True
27864,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/hadoop/variant/index/IndexUtilsTest.java,0.0,False,False
27874,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/hadoop/variant/index/sample/SampleIndexQueryParserTest.java,0.0,False,True
27891,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/hadoop/variant/converters/study/StudyEntryToHBaseConverterTest.java,0.0,False,False
27903,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/hadoop/variant/adaptors/HadoopVariantDBAdaptorMultiFileTest.java,0.0,False,True
27905,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/hadoop/variant/adaptors/phoenix/VariantPhoenixHelperTest.java,0.0,False,False
27907,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/hadoop/variant/adaptors/HadoopVariantDBAdaptorNativeTest.java,0.0,False,False
27922,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/mongodb/utils/MongoLockManagerTest.java,0.0,False,True
27929,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/mongodb/variant/converters/DocumentToVariantConverterTest.java,0.0,False,False
27930,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/mongodb/variant/converters/VariantStringIdConverterTest.java,0.0,False,False
27946,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/mongodb/variant/adaptors/VariantMongoDBAdaptorRemoveTest.java,0.0,False,True
27948,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/mongodb/variant/adaptors/VariantMongoDBAdaptorMultiFileSpecificSamplesCollectionTest.java,0.0,False,False
27952,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/mongodb/variant/stats/MongoVariantStatisticsManagerAggregatedTest.java,0.0,False,False
27961,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/benchmark/VariantBenchmarkRunnerDirectTest.java,0.0,False,True
27987,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/core/variant/search/VariantSearchIndexTest.java,0.0,False,True
27996,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/core/variant/adaptors/VariantFieldTest.java,0.0,False,False
27999,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/core/variant/adaptors/iterators/VariantComparatorTest.java,0.0,False,False
28006,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/core/variant/stats/VariantStatisticsManagerMultiFilesTest.java,0.0,False,False
28009,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/core/variant/stats/VariantStatisticsManagerAggregatedTest.java,0.0,False,True
28012,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/core/metadata/VariantStorageMetadataManagerTest.java,0.0,False,False
28017,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,storage/server/rest/TestRestWebService.java,0.0,False,False
28030,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,catalog/utils/UuidUtilsTest.java,0.0,False,False
28057,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,catalog/managers/CatalogManagerTest.java,0.0,False,True
28064,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,catalog/managers/FamilyManagerTest.java,0.0,False,True
28070,opencb/opencga,587d2c22b540a86500416ce5ed2f6318d736c7ba,master/monitor/models/PrivateJobUpdateParamsTest.java,0.0,False,False
28078,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,analysis/old/execution/plugins/PluginFactoryTest.java,0.0,False,False
28079,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,analysis/JobFactoryTest.java,0.0,False,False
28081,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,analysis/clinical/DeNovoAnalysisTest.java,0.0,False,True
28093,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,server/rest/VariableSetWSServerTest.java,0.0,False,True
28116,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/hadoop/variant/HBaseVariantTableNameGeneratorTest.java,0.0,False,True
28117,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/hadoop/variant/VariantHadoopStorageEngineSomaticTest.java,0.0,False,False
28123,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/hadoop/variant/gaps/FillGapsTaskTest.java,0.0,False,True
28133,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/hadoop/variant/stats/HadoopVariantStatisticsManagerAggregatedTest.java,0.0,False,False
28137,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/hadoop/variant/archive/mr/VariantLocalConflictResolverTest.java,0.0,False,True
28151,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/mongodb/variant/converters/DocumentToVariantStatsConverterTest.java,0.0,False,False
28183,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/io/VcfVariantReaderTest.java,0.0,False,True
28192,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/variant/io/VariantWriterFactoryTest.java,0.0,False,True
28195,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/variant/dummy/DummyVariantStorageTest.java,0.0,False,False
28202,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/variant/search/VariantSearchIndexTest.java,0.0,False,True
28208,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/variant/adaptors/VariantDBAdaptorPhasedTest.java,0.0,False,False
28210,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/variant/adaptors/VariantDBAdaptorMultiFileTest.java,0.0,False,True
28226,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/alignment/local/LocalAlignmentStoragePipelineTest.java,0.0,False,True
28240,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,storage/core/manager/CatalogUtilsTest.java,0.0,False,False
28288,opencb/opencga,f5b75ced07d96237796ee1be03d80d6f78005c6f,client/rest/WorkEnvironmentTest.java,0.0,False,False
28294,opencb/opencga,f7579ba6dc97d1796deb1b31b37d91d0506b0786,analysis/clinical/CustomAnalysisTest.java,0.0,False,True
28311,opencb/opencga,f7579ba6dc97d1796deb1b31b37d91d0506b0786,app/cli/analysis/AnalysisMainTest.java,0.0,False,False
28323,opencb/opencga,f7579ba6dc97d1796deb1b31b37d91d0506b0786,storage/hadoop/variant/io/HadoopVariantExporterTest.java,0.0,False,True
28331,opencb/opencga,f7579ba6dc97d1796deb1b31b37d91d0506b0786,storage/hadoop/variant/VariantHadoopStorageEngineSomaticTest.java,0.0,False,False
28332,opencb/opencga,f7579ba6dc97d1796deb1b31b37d91d0506b0786,storage/hadoop/variant/converters/study/HBaseToStudyEntryConverterTest.java,0.0,False,False
28339,opencb/opencga,f7579ba6dc97d1796deb1b31b37d91d0506b0786,storage/hadoop/variant/search/HadoopVariantSearchIndexTest.java,0.0,False,False
