,App,SHA,TestFilePath,SplitAttribute,isSplitAttribute,prediction
2703,opencb/opencga,b827cb6105014ee7378561198beaeeff487c69b5,org/opencb/opencga/catalog/managers/ClinicalAnalysisManagerTest.java,0.0,False,True
2718,opencb/opencga,b827cb6105014ee7378561198beaeeff487c69b5,org/opencb/opencga/catalog/db/mongodb/converters/CatalogSampleToSolrSampleConverterTest.java,0.0,False,True
2725,opencb/opencga,b827cb6105014ee7378561198beaeeff487c69b5,org/opencb/opencga/catalog/utils/InterpretationUtilsTest.java,0.0,False,True
2731,opencb/opencga,b827cb6105014ee7378561198beaeeff487c69b5,org/opencb/opencga/client/rest/ProjectClientTest.java,0.0,False,False
2734,opencb/opencga,b827cb6105014ee7378561198beaeeff487c69b5,org/opencb/opencga/core/common/IOUtilsTest.java,0.0,False,False
2738,opencb/opencga,b827cb6105014ee7378561198beaeeff487c69b5,org/opencb/opencga/core/config/storage/IndexFieldConfigurationTest.java,0.0,False,True
2751,opencb/opencga,b827cb6105014ee7378561198beaeeff487c69b5,org/opencb/opencga/server/rest/SampleWSServerTest.java,0.0,False,True
2761,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/analysis/rga/RgaEngineTest.java,0.0,False,True
2814,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/templates/TemplateManagerTest.java,0.0,False,False
2815,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/catalog/utils/AvroToAnnotationConverterTest.java,0.0,False,False
2816,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/catalog/utils/CatalogSampleAnnotationsLoaderTest.java,0.0,False,False
2821,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/catalog/utils/ParamUtilsTest.java,0.0,False,True
2825,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/client/rest/ProjectClientTest.java,0.0,False,False
2827,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/client/rest/UserClientTest.java,0.0,False,True
2828,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/core/common/IOUtilsTest.java,0.0,False,False
2837,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/master/monitor/models/PrivateJobUpdateParamsTest.java,0.0,False,True
2840,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/server/rest/FileWSServerTest.java,0.0,False,True
2849,opencb/opencga,a31ad51f19428ae6fc912123210db457234030a7,org/opencb/opencga/test/manager/LocalDatasetExecutorTest.java,0.0,False,False
2851,opencb/opencga,6075dd94f467aca5afacc4d585782e3e13f24326,org/opencb/opencga/analysis/clinical/RoleInCancerManagerTest.java,0.0,False,True
2869,opencb/opencga,6075dd94f467aca5afacc4d585782e3e13f24326,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
2874,opencb/opencga,6075dd94f467aca5afacc4d585782e3e13f24326,org/opencb/opencga/catalog/db/mongodb/AuditMongoDBAdaptorTest.java,0.0,False,False
2892,opencb/opencga,6075dd94f467aca5afacc4d585782e3e13f24326,org/opencb/opencga/catalog/managers/FamilyManagerTest.java,0.0,False,True
2903,opencb/opencga,6075dd94f467aca5afacc4d585782e3e13f24326,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFamilyToSolrFamilyConverterTest.java,0.0,False,True
2943,opencb/opencga,6075dd94f467aca5afacc4d585782e3e13f24326,org/opencb/opencga/test/manager/LocalDatasetExecutorTest.java,0.0,False,False
2964,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/app/cli/analysis/InternalMainTest.java,0.0,False,True
2967,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/catalog/auth/authorization/CatalogAuthorizationManagerTest.java,0.0,False,True
2969,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,True
2971,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/catalog/db/mongodb/IndividualMongoDBAdaptorTest.java,0.0,False,True
2975,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/catalog/db/mongodb/MongoDBUtilsTest.java,0.0,False,False
2988,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/catalog/managers/IndividualManagerTest.java,0.0,False,True
2995,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,True
2996,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/catalog/db/mongodb/converters/CatalogCohortToSolrCohortConverterTest.java,0.0,False,True
3015,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/client/rest/UserClientTest.java,0.0,False,True
3021,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/core/tools/ToolParamsTest.java,0.0,False,True
3028,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/server/rest/FileWSServerTest.java,0.0,False,True
3029,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/server/rest/IndividualWSServerTest.java,0.0,False,True
3035,opencb/opencga,a373e8ab02e711bf74cfc5c20f09f21a616727d7,org/opencb/opencga/server/rest/UserWSServerTest.java,0.0,False,False
3070,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/catalog/db/mongodb/PanelMongoDBAdaptorTest.java,0.0,False,False
3073,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/catalog/db/mongodb/StudyMongoDBAdaptorTest.java,0.0,False,True
3082,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/catalog/managers/IndividualManagerTest.java,0.0,False,True
3088,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/catalog/managers/StudyManagerTest.java,0.0,False,True
3093,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/catalog/db/mongodb/converters/CatalogIndividualToSolrIndividualConverterTest.java,0.0,False,True
3101,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/catalog/utils/InterpretationUtilsTest.java,0.0,False,True
3110,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/core/common/IOUtilsTest.java,0.0,False,False
3120,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/server/generator/RestApiParserTest.java,0.0,False,False
3123,opencb/opencga,34d264c8b9e46efff586b68147141b8c5378da9c,org/opencb/opencga/server/rest/IndividualWSServerTest.java,0.0,False,True
3152,opencb/opencga,1e2963860db140cab1c695ce4aa31d824b26bf67,org/opencb/opencga/app/cli/analysis/InternalMainTest.java,0.0,False,True
3160,opencb/opencga,1e2963860db140cab1c695ce4aa31d824b26bf67,org/opencb/opencga/catalog/db/mongodb/JobMongoDBAdaptorTest.java,0.0,False,True
3165,opencb/opencga,1e2963860db140cab1c695ce4aa31d824b26bf67,org/opencb/opencga/catalog/db/mongodb/ProjectMongoDBAdaptorTest.java,0.0,False,True
3167,opencb/opencga,1e2963860db140cab1c695ce4aa31d824b26bf67,org/opencb/opencga/catalog/db/mongodb/StudyMongoDBAdaptorTest.java,0.0,False,True
3187,opencb/opencga,1e2963860db140cab1c695ce4aa31d824b26bf67,org/opencb/opencga/catalog/db/mongodb/converters/CatalogIndividualToSolrIndividualConverterTest.java,0.0,False,True
3215,opencb/opencga,1e2963860db140cab1c695ce4aa31d824b26bf67,org/opencb/opencga/server/generator/writers/ParentClientRestApiWriterTest.java,0.0,False,True
3227,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/analysis/clinical/RoleInCancerManagerTest.java,0.0,False,True
3231,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/analysis/rga/RgaEngineTest.java,0.0,False,True
3236,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/analysis/tools/ToolFactoryTest.java,0.0,False,True
3238,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/analysis/variant/manager/VariantCatalogQueryUtilsTest.java,0.0,False,True
3245,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
3247,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/app/migrations/v2_2_0/storage/UpdateSampleIndexStatusTest.java,0.0,False,True
3258,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/catalog/db/mongodb/PanelMongoDBAdaptorTest.java,0.0,False,False
3262,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/catalog/db/mongodb/UserMongoDBAdaptorTest.java,0.0,False,True
3270,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/catalog/managers/IndividualManagerTest.java,0.0,False,True
3273,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/catalog/managers/PanelManagerTest.java,0.0,False,True
3296,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/client/rest/StudyClientTest.java,0.0,False,False
3315,opencb/opencga,0a1f3f045106718110be4c89b58980ea8d38e011,org/opencb/opencga/server/rest/SampleWSServerTest.java,0.0,False,True
3331,opencb/opencga,a4943b76bb83015f2e7512c1f5873c08254f3d1c,org/opencb/opencga/analysis/variant/manager/VariantCatalogQueryUtilsTest.java,0.0,False,True
3332,opencb/opencga,a4943b76bb83015f2e7512c1f5873c08254f3d1c,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,True
3342,opencb/opencga,a4943b76bb83015f2e7512c1f5873c08254f3d1c,org/opencb/opencga/catalog/auth/authorization/CatalogAuthorizationManagerTest.java,0.0,False,True
3351,opencb/opencga,a4943b76bb83015f2e7512c1f5873c08254f3d1c,org/opencb/opencga/catalog/db/mongodb/PanelMongoDBAdaptorTest.java,0.0,False,False
3352,opencb/opencga,a4943b76bb83015f2e7512c1f5873c08254f3d1c,org/opencb/opencga/catalog/db/mongodb/ProjectMongoDBAdaptorTest.java,0.0,False,True
3370,opencb/opencga,a4943b76bb83015f2e7512c1f5873c08254f3d1c,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,True
3393,opencb/opencga,a4943b76bb83015f2e7512c1f5873c08254f3d1c,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,True
3415,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
3423,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/analysis/variant/CatalogUtilsTest.java,0.0,False,False
3428,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/analysis/variant/samples/SampleEligibilityAnalysisTest.java,0.0,False,False
3431,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
3442,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/catalog/db/mongodb/MongoDBAdaptorTest.java,0.0,False,False
3446,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/catalog/db/mongodb/SampleMongoDBAdaptorTest.java,0.0,False,True
3447,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/catalog/db/mongodb/StudyMongoDBAdaptorTest.java,0.0,False,True
3462,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/catalog/managers/StudyManagerTest.java,0.0,False,True
3463,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,True
3471,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/catalog/utils/AvroToAnnotationConverterTest.java,0.0,False,False
3475,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/catalog/utils/InterpretationUtilsTest.java,0.0,False,True
3484,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/core/common/IOUtilsTest.java,0.0,False,False
3497,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/server/rest/IndividualWSServerTest.java,0.0,False,True
3504,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/server/rest/analysis/VariantWebServiceTest.java,0.0,False,False
3506,opencb/opencga,9137549b309af550b335de234bb1f98730193a49,org/opencb/opencga/test/manager/DatasetCommandLineGeneratorTest.java,0.0,False,False
3518,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,True
3526,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/app/migrations/v2_2_0/storage/UpdateSampleIndexStatusTest.java,0.0,False,True
3532,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/catalog/db/mongodb/IndividualMongoDBAdaptorTest.java,0.0,False,True
3534,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/catalog/db/mongodb/MetaMongoDBAdaptorTest.java,0.0,False,False
3556,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,True
3581,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/core/config/storage/IndexFieldConfigurationTest.java,0.0,False,True
3587,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/server/generator/RestApiParserTest.java,0.0,False,False
3589,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/server/rest/FileWSServerTest.java,0.0,False,True
3592,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/server/rest/OpenCGAWSServerTest.java,0.0,False,False
3594,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/server/rest/SampleWSServerTest.java,0.0,False,True
3598,opencb/opencga,a3d50558ecd2886311ffd48bcb8eeba2c9a522a0,org/opencb/opencga/test/manager/LocalDatasetExecutorTest.java,0.0,False,False
3601,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
3611,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,True
3623,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,True
3638,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,True
3639,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/catalog/managers/ClinicalAnalysisManagerTest.java,0.0,False,True
3648,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/catalog/managers/StudyManagerTest.java,0.0,False,True
3659,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/catalog/utils/FileMetadataReaderTest.java,0.0,False,True
3672,opencb/opencga,3c7e7d4ebe1fa9a171a193ed35529bc89298a7c9,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,True
3698,opencb/opencga,ff7ee97b9595343572a2375e34e04a6d30962fc7,org/opencb/opencga/analysis/rga/RgaQueryParserTest.java,0.0,False,True
3713,opencb/opencga,ff7ee97b9595343572a2375e34e04a6d30962fc7,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,True
3716,opencb/opencga,ff7ee97b9595343572a2375e34e04a6d30962fc7,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,True
3762,opencb/opencga,ff7ee97b9595343572a2375e34e04a6d30962fc7,org/opencb/opencga/core/common/IOUtilsTest.java,0.0,False,False
3776,opencb/opencga,ff7ee97b9595343572a2375e34e04a6d30962fc7,org/opencb/opencga/server/rest/JobWSServerTest.java,0.0,False,False
3780,opencb/opencga,ff7ee97b9595343572a2375e34e04a6d30962fc7,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
3783,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/analysis/clinical/RoleInCancerManagerTest.java,0.0,False,True
3785,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
3792,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/analysis/variant/CatalogUtilsTest.java,0.0,False,False
3800,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
3801,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/app/cli/analysis/InternalMainTest.java,0.0,False,True
3826,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/catalog/managers/MailManagerTest.java,0.0,False,False
3831,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,True
3853,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/core/common/TimeUtilsTest.java,0.0,False,True
3854,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,True
3867,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/server/rest/OpenCGAWSServerTest.java,0.0,False,False
3870,opencb/opencga,c7e59940e97ebc5f2329a74f20a674e1b3e5035d,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
3884,opencb/opencga,8ce47ccdda54662503443d01bbc9d2175072296b,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,True
3899,opencb/opencga,8ce47ccdda54662503443d01bbc9d2175072296b,org/opencb/opencga/catalog/db/mongodb/JobMongoDBAdaptorTest.java,0.0,False,True
3905,opencb/opencga,8ce47ccdda54662503443d01bbc9d2175072296b,org/opencb/opencga/catalog/db/mongodb/SampleMongoDBAdaptorTest.java,0.0,False,True
3907,opencb/opencga,8ce47ccdda54662503443d01bbc9d2175072296b,org/opencb/opencga/catalog/db/mongodb/UserMongoDBAdaptorTest.java,0.0,False,True
3912,opencb/opencga,8ce47ccdda54662503443d01bbc9d2175072296b,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,True
3914,opencb/opencga,8ce47ccdda54662503443d01bbc9d2175072296b,org/opencb/opencga/catalog/managers/FamilyManagerTest.java,0.0,False,True
3922,opencb/opencga,8ce47ccdda54662503443d01bbc9d2175072296b,org/opencb/opencga/catalog/stats/solr/CatalogSolrManagerTest.java,0.0,False,True
3970,opencb/opencga,e08fd16327a671b675bd95ec6f6112d769ec6a19,org/opencb/opencga/analysis/tools/ToolExecutorFactoryTest.java,0.0,False,True
3973,opencb/opencga,e08fd16327a671b675bd95ec6f6112d769ec6a19,org/opencb/opencga/analysis/variant/manager/VariantCatalogQueryUtilsTest.java,0.0,False,True
3980,opencb/opencga,e08fd16327a671b675bd95ec6f6112d769ec6a19,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
4003,opencb/opencga,e08fd16327a671b675bd95ec6f6112d769ec6a19,org/opencb/opencga/catalog/managers/ClinicalAnalysisManagerTest.java,0.0,False,True
4006,opencb/opencga,e08fd16327a671b675bd95ec6f6112d769ec6a19,org/opencb/opencga/catalog/managers/MailManagerTest.java,0.0,False,False
4018,opencb/opencga,e08fd16327a671b675bd95ec6f6112d769ec6a19,org/opencb/opencga/templates/TemplateEntryIteratorTest.java,0.0,False,True
4028,opencb/opencga,e08fd16327a671b675bd95ec6f6112d769ec6a19,org/opencb/opencga/client/rest/OpenCGAClientTest.java,0.0,False,True
4075,opencb/opencga,4a88db4afdac78e6f179e5afae294cf387556973,org/opencb/opencga/catalog/db/mongodb/AuditMongoDBAdaptorTest.java,0.0,False,False
4082,opencb/opencga,4a88db4afdac78e6f179e5afae294cf387556973,org/opencb/opencga/catalog/db/mongodb/MongoDBUtilsTest.java,0.0,False,False
4101,opencb/opencga,4a88db4afdac78e6f179e5afae294cf387556973,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,True
4117,opencb/opencga,4a88db4afdac78e6f179e5afae294cf387556973,org/opencb/opencga/client/config/ClientConfigurationTest.java,0.0,False,False
4137,opencb/opencga,4a88db4afdac78e6f179e5afae294cf387556973,org/opencb/opencga/server/rest/OpenCGAWSServerTest.java,0.0,False,False
4157,opencb/opencga,00b5ca8e0f8b89b9cca9cb9df931966fbd4f274b,org/opencb/opencga/analysis/variant/samples/SampleEligibilityAnalysisTest.java,0.0,False,False
4176,opencb/opencga,00b5ca8e0f8b89b9cca9cb9df931966fbd4f274b,org/opencb/opencga/catalog/db/mongodb/StudyMongoDBAdaptorTest.java,0.0,False,True
4204,opencb/opencga,00b5ca8e0f8b89b9cca9cb9df931966fbd4f274b,org/opencb/opencga/catalog/utils/InterpretationUtilsTest.java,0.0,False,True
4214,opencb/opencga,00b5ca8e0f8b89b9cca9cb9df931966fbd4f274b,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,True
4222,opencb/opencga,00b5ca8e0f8b89b9cca9cb9df931966fbd4f274b,org/opencb/opencga/server/generator/RestApiParserTest.java,0.0,False,False
4223,opencb/opencga,00b5ca8e0f8b89b9cca9cb9df931966fbd4f274b,org/opencb/opencga/server/generator/writers/ParentClientRestApiWriterTest.java,0.0,False,True
4231,opencb/opencga,00b5ca8e0f8b89b9cca9cb9df931966fbd4f274b,org/opencb/opencga/server/rest/UserWSServerTest.java,0.0,False,False
4249,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/analysis/variant/samples/VariantQueryOptimizerTest.java,0.0,False,True
4259,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/catalog/db/mongodb/JobMongoDBAdaptorTest.java,0.0,False,True
4260,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/catalog/db/mongodb/MetaMongoDBAdaptorTest.java,0.0,False,False
4264,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/catalog/db/mongodb/ProjectMongoDBAdaptorTest.java,0.0,False,True
4270,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/catalog/io/PosixIOManagerTest.java,0.0,False,True
4271,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/catalog/managers/AbstractManagerTest.java,0.0,False,False
4277,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/catalog/managers/PanelManagerTest.java,0.0,False,True
4278,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/catalog/managers/ProjectManagerTest.java,0.0,False,True
4305,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/core/config/ConfigurationTest.java,0.0,False,False
4311,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/master/monitor/models/PrivateJobUpdateParamsTest.java,0.0,False,True
4316,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/server/rest/JobWSServerTest.java,0.0,False,False
4320,opencb/opencga,f912507d4843cc0b772d0d7b1e2d0b0e2b930dd4,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
4337,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/analysis/variant/samples/SampleEligibilityAnalysisTest.java,0.0,False,False
4344,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/catalog/auth/authorization/CatalogAuthorizationManagerTest.java,0.0,False,True
4345,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/catalog/db/mongodb/AuditMongoDBAdaptorTest.java,0.0,False,False
4347,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/catalog/db/mongodb/FileMongoDBAdaptorTest.java,0.0,False,True
4361,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/catalog/managers/AbstractManagerTest.java,0.0,False,False
4385,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/catalog/utils/ParamUtilsTest.java,0.0,False,True
4397,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/core/tools/ToolParamsTest.java,0.0,False,True
4409,opencb/opencga,2b800f15329000fcf1e7f21312c5894a7f089615,org/opencb/opencga/server/rest/SampleWSServerTest.java,0.0,False,True
4415,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
4424,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,True
4430,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
4469,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/templates/TemplateManagerTest.java,0.0,False,False
4477,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/client/config/ClientConfigurationTest.java,0.0,False,False
4479,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/client/rest/ProjectClientTest.java,0.0,False,False
4483,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/core/common/TimeUtilsTest.java,0.0,False,True
4485,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/core/config/ConfigurationTest.java,0.0,False,False
4493,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/server/generator/writers/ParentClientRestApiWriterTest.java,0.0,False,True
4497,opencb/opencga,e124c6373314ec47b996f6951ec5d80fb44d769c,org/opencb/opencga/server/rest/OpenCGAWSServerTest.java,0.0,False,False
4505,opencb/opencga,fd0222a61e708527b9d469b85e5fc5f245792913,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
