,App,SHA,TestFilePath,AddAssertArgument,isAddAssertArgument,prediction
32033,wojciechzankowski/iextrading4j,5c4010284857633e29a21a2ee804c3a68e39f357,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/OpenCloseServiceTest.java,0.0,False,False
32057,wojciechzankowski/iextrading4j,5c4010284857633e29a21a2ee804c3a68e39f357,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/TradesAsyncServiceTest.java,0.0,False,False
32081,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/v1/DividendsTest.java,0.0,False,False
32094,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/SsrStatusServiceTest.java,0.0,False,False
32103,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/IEXCorporateActionsServiceTest.java,0.0,False,False
32106,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/IEXDividendsServiceTest.java,0.0,False,False
32109,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/account/UsageServiceTest.java,0.0,False,False
32137,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/IncomeStatementServiceTest.java,0.0,False,False
32142,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/EstimatesServiceTest.java,0.0,False,False
32148,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/IntradayServiceTest.java,0.0,False,False
32157,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/VolumeByVenueServiceTest.java,0.0,False,False
32174,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/OhlcServiceTest.java,0.0,False,False
32205,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/v1/MarketAcceptanceTest.java,0.0,False,False
32208,wojciechzankowski/iextrading4j,1b0164b66b046cbb2fdfba0ca70ebdbd66d7d741,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/MarketAcceptanceTest.java,0.0,False,False
32223,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/OfficialPriceServiceTest.java,0.0,False,False
32226,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/OpHaltStatusServiceTest.java,0.0,False,False
32228,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/AuctionServiceTest.java,0.0,False,False
32236,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/IEXCorporateActionsServiceTest.java,0.0,False,False
32238,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/IEXSymbolDirectoryServiceTest.java,0.0,False,False
32255,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/refdata/TagsServiceTest.java,0.0,False,False
32267,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/DividendsServiceTest.java,0.0,False,False
32286,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/market/MarketServiceTest.java,0.0,False,False
32290,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/VolumeByVenueServiceTest.java,0.0,False,False
32331,wojciechzankowski/iextrading4j,b7a77a073e51b1b321cf3fd116826afa649c0464,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/MarketDataAcceptanceTest.java,0.0,False,False
32351,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/BookTest.java,0.0,False,False
32353,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/stocks/BookRequestBuilderTest.java,0.0,False,False
32359,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/OpHaltStatusServiceTest.java,0.0,False,False
32365,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/TradingStatusServiceTest.java,0.0,False,False
32382,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/refdata/SymbolsServiceTest.java,0.0,False,False
32385,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/refdata/ExchangeSymbolsServiceTest.java,0.0,False,False
32396,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/alternative/CryptoServiceTest.java,0.0,False,False
32402,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/InsiderTransactionServiceTest.java,0.0,False,False
32409,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/AdvancedStatsServiceTest.java,0.0,False,False
32411,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/SplitsServiceTest.java,0.0,False,False
32416,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/InstitutionalOwnershipServiceTest.java,0.0,False,False
32432,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/CompanyServiceTest.java,0.0,False,False
32443,wojciechzankowski/iextrading4j,3e4577694bc227c9c1ad70e91799fbc28bcd5e15,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/RecordsServiceTest.java,0.0,False,False
32483,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/stocks/BookRequestBuilderTest.java,0.0,False,False
32493,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/DeepServiceTest.java,0.0,False,False
32504,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/account/MessageCutoffServiceTest.java,0.0,False,False
32507,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/account/PayAsYouGoServiceTest.java,0.0,False,False
32508,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/BaseIEXCloudV1ServiceTest.java,0.0,False,False
32513,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/refdata/MutualFundSymbolsServiceTest.java,0.0,False,False
32522,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/refdata/OptionsServiceTest.java,0.0,False,False
32526,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/alternative/CryptoServiceTest.java,0.0,False,False
32530,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/FundOwnershipServiceTest.java,0.0,False,False
32534,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/InsiderRosterServiceTest.java,0.0,False,False
32537,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/BalanceSheetServiceTest.java,0.0,False,False
32539,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/AdvancedStatsServiceTest.java,0.0,False,False
32552,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/UpcomingIposServiceTest.java,0.0,False,False
32574,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/RecentServiceTest.java,0.0,False,False
32579,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/TopsAsyncServiceTest.java,0.0,False,False
32591,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/RefDataAcceptanceTest.java,0.0,False,False
32596,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/v1/AlternativeAcceptanceTest.java,0.0,False,False
32600,wojciechzankowski/iextrading4j,0636235106f2c13ca002e292e553146bc731983a,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/StocksAcceptanceTest.java,0.0,False,False
32602,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/refdata/v1/ExchangeSymbolTest.java,0.0,False,False
32604,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/v1/FinancialsTest.java,0.0,False,False
32605,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/v1/FinancialTest.java,0.0,False,False
32609,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/v1/KeyStatsTest.java,0.0,False,False
32615,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/stocks/v1/PreviousRequestBuilderTest.java,0.0,False,False
32618,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/SystemEventServiceTest.java,0.0,False,False
32632,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/IEXCorporateActionsServiceTest.java,0.0,False,False
32660,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/KeyStatsServiceTest.java,0.0,False,False
32668,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/BalanceSheetServiceTest.java,0.0,False,False
32669,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/InsiderSummaryServiceTest.java,0.0,False,False
32677,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/stock/InstitutionalOwnershipServiceTest.java,0.0,False,False
32689,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/EarningsServiceTest.java,0.0,False,False
32693,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/QuoteServiceTest.java,0.0,False,False
32702,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/BatchChartRangeStocksResponseTest.java,0.0,False,False
32714,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/design/AbstractViolationTests.java,0.0,False,False
32727,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/RefDataAcceptanceTest.java,0.0,False,False
32728,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/MarketDataAcceptanceTest.java,0.0,False,False
32733,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/v1/StocksAcceptanceTest.java,0.0,False,False
32734,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/v1/MarketAcceptanceTest.java,0.0,False,False
32736,wojciechzankowski/iextrading4j,831a5dd1ebed0d1554c0ec2fa225efd26fcdd6c7,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/StocksAcceptanceTest.java,0.0,False,False
32738,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/ChartRangeTest.java,0.0,False,False
32743,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/SystemEventServiceTest.java,0.0,False,False
32750,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/HistServiceTest.java,0.0,False,False
32757,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/IEXCorporateActionsServiceTest.java,0.0,False,False
32766,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/alternative/CryptoServiceTest.java,0.0,False,False
32767,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/v1/alternative/SentimentServiceTest.java,0.0,False,False
32772,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/LargestTradeServiceTest.java,0.0,False,False
32805,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/RecordsServiceTest.java,0.0,False,False
32806,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/RecentServiceTest.java,0.0,False,False
32815,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/OpHaltStatusAsyncServiceTest.java,0.0,False,False
32825,wojciechzankowski/iextrading4j,6a82d9225698e9229588053ca4a48cdb6a159316,iextrading4j-acceptance/src/test/java/pl/zankowski/iextrading4j/test/acceptance/StatsAcceptanceTest.java,0.0,False,False
32838,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/TradesServiceTest.java,0.0,False,False
32843,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/HistServiceTest.java,0.0,False,False
32867,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/EarningsServiceTest.java,0.0,False,False
32881,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/BatchStocksServiceTest.java,0.0,False,False
32887,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/NewsServiceTest.java,0.0,False,False
32892,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/RecordsServiceTest.java,0.0,False,False
32903,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/AuctionAsyncServiceTest.java,0.0,False,False
32905,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/BookAsyncServiceTest.java,0.0,False,False
32908,wojciechzankowski/iextrading4j,e2f89b82b8fbd50bbc79357bedb864b505cc1be3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/LastTradeAsyncServiceTest.java,0.0,False,False
32915,wojciechzankowski/iextrading4j,07dff910dfd73a0577aad097ae5c979550cbc2e4,iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/ChartRangeTest.java,0.0,False,False
32923,wojciechzankowski/iextrading4j,07dff910dfd73a0577aad097ae5c979550cbc2e4,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/acceptance/MarketAcceptanceTest.java,0.0,False,False
32926,wojciechzankowski/iextrading4j,07dff910dfd73a0577aad097ae5c979550cbc2e4,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/TradesServiceTest.java,0.0,False,False
32930,wojciechzankowski/iextrading4j,07dff910dfd73a0577aad097ae5c979550cbc2e4,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/AuctionServiceTest.java,0.0,False,False
32963,wojciechzankowski/iextrading4j,07dff910dfd73a0577aad097ae5c979550cbc2e4,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/CompanyServiceTest.java,0.0,False,False
32976,wojciechzankowski/iextrading4j,07dff910dfd73a0577aad097ae5c979550cbc2e4,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/CollectionServiceTest.java,0.0,False,False
32989,wojciechzankowski/iextrading4j,07dff910dfd73a0577aad097ae5c979550cbc2e4,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/TradeBreakAsyncServiceTest.java,0.0,False,False
33010,wojciechzankowski/iextrading4j,56552fcff6436d4cfa3785b9fcd9b6daddc96184,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/SecurityEventServiceTest.java,0.0,False,False
33025,wojciechzankowski/iextrading4j,56552fcff6436d4cfa3785b9fcd9b6daddc96184,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/IEXNextDayExDateServiceTest.java,0.0,False,False
33033,wojciechzankowski/iextrading4j,56552fcff6436d4cfa3785b9fcd9b6daddc96184,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/PeersServiceTest.java,0.0,False,False
33058,wojciechzankowski/iextrading4j,56552fcff6436d4cfa3785b9fcd9b6daddc96184,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/HistoricalDailyServiceTest.java,0.0,False,False
33059,wojciechzankowski/iextrading4j,56552fcff6436d4cfa3785b9fcd9b6daddc96184,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/IntradayServiceTest.java,0.0,False,False
33063,wojciechzankowski/iextrading4j,56552fcff6436d4cfa3785b9fcd9b6daddc96184,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/SecurityEventAsyncServiceTest.java,0.0,False,False
33065,wojciechzankowski/iextrading4j,56552fcff6436d4cfa3785b9fcd9b6daddc96184,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/TradeBreakAsyncServiceTest.java,0.0,False,False
33083,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/SystemEventServiceTest.java,0.0,False,False
33085,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/TradesServiceTest.java,0.0,False,False
33087,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/OpHaltStatusServiceTest.java,0.0,False,False
33092,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/TopsServiceTest.java,0.0,False,False
33098,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/refdata/SymbolsServiceTest.java,0.0,False,False
33124,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/BatchStocksServiceTest.java,0.0,False,False
33138,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/TopsAsyncServiceTest.java,0.0,False,False
33143,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/AuctionAsyncServiceTest.java,0.0,False,False
33148,wojciechzankowski/iextrading4j,5890c5057a2b6e68297d9d7d92841b224e30b804,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/socket/marketdata/LastTradeAsyncServiceTest.java,0.0,False,False
33161,wojciechzankowski/iextrading4j,d3ee2ed2f34091a53969263f5f2ae7b81534ce0e,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/TradesServiceTest.java,0.0,False,False
33166,wojciechzankowski/iextrading4j,d3ee2ed2f34091a53969263f5f2ae7b81534ce0e,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/HistServiceTest.java,0.0,False,False
33178,wojciechzankowski/iextrading4j,d3ee2ed2f34091a53969263f5f2ae7b81534ce0e,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/market/MarketServiceTest.java,0.0,False,False
33204,wojciechzankowski/iextrading4j,d3ee2ed2f34091a53969263f5f2ae7b81534ce0e,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/NewsServiceTest.java,0.0,False,False
33205,wojciechzankowski/iextrading4j,d3ee2ed2f34091a53969263f5f2ae7b81534ce0e,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stock/ShortInterestServiceTest.java,0.0,False,False
33208,wojciechzankowski/iextrading4j,d3ee2ed2f34091a53969263f5f2ae7b81534ce0e,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/RecordsServiceTest.java,0.0,False,False
33210,wojciechzankowski/iextrading4j,d3ee2ed2f34091a53969263f5f2ae7b81534ce0e,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/stats/HistoricalDailyServiceTest.java,0.0,False,False
33228,wojciechzankowski/iextrading4j,6d4d01540f594e1e15bb0d4eb1300b97cd0c9dd3,iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/stocks/BookRequestBuilderTest.java,0.0,False,False
33242,wojciechzankowski/iextrading4j,6d4d01540f594e1e15bb0d4eb1300b97cd0c9dd3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/HistServiceTest.java,0.0,False,False
33244,wojciechzankowski/iextrading4j,6d4d01540f594e1e15bb0d4eb1300b97cd0c9dd3,iextrading4j-test/src/test/java/pl/zankowski/iextrading4j/test/rest/marketdata/TopsServiceTest.java,0.0,False,False
